SMILES,ACT
Fc1ccc(Cn2c(C3CNCCO3)nc3ccccc32)cc1,1
CC1(CS(=O)(=O)N2CCC(Oc3ccc(OC(F)(F)C(F)F)cc3)CC2)NC(=O)NC1=O,0
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,0
Cc1ccc(C(=O)C2CCN(CCCc3ccccc3)CC2)cc1,1
CC(C)C1(C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)CCC(NC2CCOCC2)C1,1
CCC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,1
Nc1ccnc(N2CCC3(CC2)OC(c2ccccc2)c2ccccc23)c1,1
CC(C)S(=O)(=O)NC1COCC1c1ccc(-c2ccc(F)nc2)cc1,0
CC1(C)Oc2ccc(-c3cncnc3)cc2C2(CSC(N)=N2)C12COC2,1
O=C(c1ccc(Cl)cc1)C1CCN(CCCc2ccccc2)CC1,1
CC(C)Oc1ccc(F)cc1-c1ccc(N2CCC(CNC(=O)c3ccc(-c4nc5cc(C#N)cc(C(C)C)c5o4)cc3)CC2)nc1,1
N#Cc1cnc(Nc2cc(NCC3CNCCO3)c(-c3cccc(F)c3)cn2)cn1,1
CN(C(=O)c1ccc(-n2cccn2)cc1)C1CCN(C2CCC2)C1,0
COc1ccc2nccc(C(O)CCC3CCN(C4CC(c5ccccc5)C4)CC3C(=O)O)c2c1,0
CON=CCOc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,1
CS(=O)(=O)c1ccc(C(=O)N2CCN(c3ccc(OCCCN4CCCCC4)cc3)C(=O)C2)cc1,0
CC(C)Oc1cc(C(C2=CNC(C(C)(C)O)C=C2)c2cc[n+]([O-])cc2)ccc1OC(F)F,0
COc1ccc2ncc(F)c(CCC34CCC(NC(=O)c5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,0
CC(=O)OCC(=O)NC1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,0
Cc1ccccc1OCC(O)CO,0
Fc1ccc(CN2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1,0
CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(Cc2nc3ccccc3s2)CC1F,0
O=C(NC1CCN(Cc2ccc(OCCCN3CCOCC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,0
COCC1CCCN1N1CCN(c2cccc(Cl)c2)C1=O,1
O=C(CCc1ccccc1)c1cc(F)ccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1
Cn1ccc(C2CCNCC2C(=O)N(Cc2cc(CCCC#N)cc(Cl)c2Cl)C2CC2)cc1=O,1
CC(C)Oc1cc(C(C2=CNC(C(O)(C(F)(F)F)C(F)(F)F)S2)c2ccc[n+]([O-])c2)ccc1OC(F)F,0
CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCN)c1ccccc1,1
CCn1nc(Cc2ccc(OC(C)C)cc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1,1
CC(C)(CO)C(O)C(=O)NCCCC(=O)O.CC(C)(CO)C(O)C(=O)NCCCC(=O)O,0
CNCCCCOc1ccccc1Cc1ccccc1,1
COc1cc(OC)cc(C(=O)NCC2(C#N)CCN(Cc3ccccc3C(F)(F)F)CC2)c1,1
CCON=O,0
O=C(O)c1cc(N=Nc2ccc([N+](=O)[O-])cc2)ccc1O,0
CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,1
CN1CCN(Cc2ccc3c(c2)Cc2c-3n[nH]c2-c2csc(C#CCOc3cccc(Cl)c3)c2)CC1,1
NCc1cccc(C2CCN(C(=O)c3cc(C(N)=O)cc(-c4nc(-c5cccs5)no4)c3)CC2)c1,0
Cc1ccc2cc(CCN3CCCC3C)ccc2n1,0
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0
O=C(OCc1ccccc1)N1CCC(CNc2nncs2)CC1,0
Cc1ccc(CCNCC(O)COc2ccc(NS(C)(=O)=O)cc2)cc1C,1
N#Cc1ccc(-c2ccc(CC(C#N)NC(=O)C3CCCCN3)cc2)cc1,1
Cc1cccnc1-n1cc(CN2CCC3(CC2)OCc2ccccc23)c(C)n1,0
COc1cc(Nc2cnc(C#N)c(OC3CCN(C)C3)n2)ncc1-c1cnn(C)c1,0
CC(c1ccc(-c2ccc(F)cc2)cc1)C(N)C(=O)N1CCC(F)C1.O=C(O)C(F)(F)F,1
CN(C)C(=O)CC(NC(=O)C1(N)CCCN(c2ncnc3[nH]ccc23)C1)c1ccc(Cl)cc1,0
O=C(NCc1cccnc1OCC(F)(F)F)c1cncc(-c2ccc(Cl)cc2)c1,0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,0
COc1nc2ccc(C#N)cc2cc1C(c1cccc2c1OCO2)C(O)(CCN(C)C)c1cc(SC)nc(SC)c1,1
COc1ccc(C2CN(CCc3ccc(OC)c(OC)c3)CC2CC(=O)N(C)c2cccc(Cl)c2)cc1,1
CN1CC2CC1CN2c1cnc(-c2ccc3sccc3c2)cn1,1
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,0
C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cc(F)cc(C(F)(F)F)c3)C2)n1C.Cl,1
CNCc1ccc(Cl)cc1Oc1cccc(Cl)c1,1
COc1cc(F)ccc1-c1cncc(CNC(C)C)c1,1
Fc1ccc(CN(C2CCOCC2)C2CCNC2)c(F)c1F,1
O=C1OC(CN2CCOCC2)CN1N=Cc1ccc([N+](=O)[O-])o1,0
NC(=S)NNC(N)=S,0
Fc1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)nc1,1
CCOCC(CC(C)C)NC(=O)C1CNCC(C(=O)N(c2cc(OC)c(C(C)C)cn2)C2CC2)C1.Cl,0
CC1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,0
O=C(c1ccncc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1.O=CO,0
COc1cc(F)ccc1-c1cncc(CNC2CCCCC2)c1,1
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,0
COc1ccc2[nH]cc(CCN)c2c1,0
CCc1c2c(n(C)c1CC)CCCC2=NOC(=O)Nc1ccccc1,0
CC1(C)CC2(CCN(C(=O)c3ccc(CC4CCC(C(O)c5ccccc5)N4)cc3)CC2)C(=O)O1,0
Cc1ncoc1-c1nnc(SCCN2CCC3(CC3c3ccc(C(F)(F)F)cc3)C2)n1C,1
Cn1c(CCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccc(Cl)c1,1
OCC1CCCN(CCCC2CCCc3ccc(OCc4noc(-c5ccc(Cl)cc5)n4)cc32)C1,1
Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,0
N#Cc1ccc2[nH]c(C3CCN(CCn4c(=O)ccc5ncc(Oc6cccnc6)cc54)CC3)nc2c1,1
COc1cc(N2C(=O)N(c3ccc(-c4ccc5[nH]ncc5c4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,1
Cc1ccc(N2CCN(CCN(C)CC34CCC(CC3)C4(C)C)C2=O)cc1,1
CN1CCCC1Cn1nc(Cc2ccc(Cl)cc2)c2cccnc2c1=O,1
Cn1cc(C2CC3CSC(N)=NC3(c3ccc(F)cc3F)CO2)cn1,1
C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1[O-],0
CCSc1cc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2cccc3c2OCO3)cc(SCC)n1,1
COc1ccc(CC[N+](C)CCCN(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccc(OC)c(OC)c2)cc1OC,1
NC1CCCN(c2c(C=C3SC(O)=NC3=O)cccc2-c2ccncc2)C1,0
NC(=O)c1ccc(NC2CCCNC2)c2cc(-c3ccc(Cl)cc3)[nH]c12,1
COc1ncc(-c2cccc3c2CC(NC(=O)c2ccc(OCCC(F)(F)F)nc2)CO3)cn1,0
FC(F)(F)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,1
Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,0
CCNC1CCC(c2c[nH]c3ccc(N=C(N)c4cccs4)cc23)CC1,0
N#Cc1nc(CCCO)cc(-c2cccc(C(F)(F)F)c2)n1,0
Cn1ccc(C2CCNCC2C(=O)N(Cc2cn(Cc3ccncc3)c3cccc(F)c23)C2CC2)cc1=O,0
CC1CCCN1CCCOc1ccc2c(c1)CCC1C2CCC2(C)CCC(C(=O)NCC3CC3)C12,1
CN1CCN(Cc2ccc3c(c2)Cc2c-3n[nH]c2-c2csc(C#CCOc3ccccc3Cl)c2)CC1,1
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)C1c1ccnc(S(N)(=O)=O)c1,0
CC(c1ccccc1)N1C2CCC1CC(Oc1cccc(C(N)=O)c1)C2,1
Oc1ccc([Hg]Cl)cc1,1
CCCCOc1ccc(S(=O)(=O)NCCc2c[nH]c3ccccc23)cc1,1
Cc1nc2ncc(Oc3ccc(F)cc3)cc2c(=O)n1CC1CCCN(C(C)C)C1,1
CCCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,0
c1ccc2cc(COC3CCNC3)ccc2c1,0
CCN(CC)c1cccc(O)c1,0
Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,0
CC(C)[NH+](CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0
Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccccc3)cc1)C(=O)N2c1cc(=O)[nH]cn1,1
COc1cc2nccc(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2nc1OC,1
CC(C)NC(=O)c1cn(-c2ccccc2)c2ncccc2c1=O,0
CBr.CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,0
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1O,0
COCCN1CCCC(Cn2c(-c3cccnc3C)nc3cn(-c4cccc(OC)c4)nc3c2=O)C1,0
CC12CCC(C(NC(=O)C(CC3CCCCC3)NC(=O)NC(CCCCN)C(=O)O)C1)C2(C)C.Cl,0
FC(F)(F)c1cc(COCC2(c3ccccc3)CCNCC2)nc(C2CC2)c1,1
C=CC(=O)NC1CCN(c2ccc(C(N)=O)c(Nc3ccc(N4CCC(F)(F)CC4)cc3)n2)C1,1
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,0
O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1,1
COc1ccc(C2CN(CCc3ccc(OC)c(OC)c3)CC2Cc2nc3ccc(Cl)cc3[nH]2)cc1,1
CC(=O)Nc1ccc2c(c1)C(N1CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC1)CC2,0
CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,1
O=C(O)CCc1ccc2cccc(N3CCN(CCc4ccc(OCCCN5CCCCCC5)cc4)CC3)c2n1,0
Cc1cc2c(s1)Nc1ccccc1N=C2N1CC[N+](C)CC1,1
COCCCc1cc(CN(C(=O)C2CNCCC2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC2(CC#N)CC2)c1,1
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3ncc(C#N)[nH]3)c(C3=CCCCC3)c2)CC1,0
Nc1nc(NC2CCNCC2)c2sc(-c3ccc(C(F)(F)F)cc3)cc2n1,1
CC1CNCC2Cc3ccc(COCC4CC4)nc3N12,0
Cc1c(CNC2CCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1cccnc1,1
O=C(O)C1CN(C2CCC3(Cc4ccccc4Cc4ccccc43)C2)C1,0
FC(F)(F)c1cccc(Nc2cc3[nH]c(Nc4ccc(N5CCNCC5)cn4)nc3cn2)c1,0
CCOc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1,0
COC1COCCC1NC1CC2CN(C(=O)OCCC3CCOCC3)CC2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,0
COc1cccc2c1nc(N)n1nc(CN3CCN(c4cnc(C)s4)CC3C)nc21,0
Cc1cc(C2(c3cc(C)c(O)cc3C)OS(=O)(=O)c3ccccc32)c(C)cc1O,0
CC(C)S(=O)(=O)NC1COCC1c1ccc(-c2cncc(F)c2)cc1,0
CS(=O)(=O)Nc1ccc(OCC(=O)NCCCc2ccc(Cl)c(Cl)c2)cc1,0
Cc1ccc2c(N3CCN(CCc4ccc5c(c4)OCC(=O)N5)CC3)cccc2n1,1
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)o1,1
CS(=O)(=O)Nc1ccc(OCC(O)CN(CCc2ccc(Cl)c(Cl)c2)Cc2ccccc2O)cc1,1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1(O)C(=O)CO,0
CC(=O)NCCc1ccccc1-c1ccc(C2CNCCC23OC(=O)c2cc(F)c(F)cc23)c(C)c1,0
Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,1
Cc1ccc2ccc(OCC3CCNCC3)cc2c1,1
O=C(C=Cc1ccc2c(c1)CN(CCc1c[nH]c3ccccc13)C2)NO,0
NC1(C(=O)NC(c2ccc(Cl)cc2)C2CC2)CCN(c2ncnc3[nH]ccc23)CC1,1
Cc1ncoc1-c1nnc(SCCCN2C3CCC2CC(c2cccc(C(F)(F)F)c2)C3)n1C,1
CCNc1nc(Cl)nc(NCC)n1,0
O=S1(=O)CCN(c2ccc(Nc3ncc4ccn(-c5ccccn5)c4n3)cc2)CC1,0
CCOCCn1c(C2CCCN(C3CCCCC3)C2)nc2ccccc21,0
Cc1ccc(S(=O)(=O)NC(=O)NC(C)Cc2ccccc2)cc1,0
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,0
Cc1cccc2cccnc12,0
CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,0
CCCCc1cc(OC2CCN(CCS(=O)(=O)CC)CC2)c2ncccc2c1.Cl.Cl,1
O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(OCCCN2CCCC2)cc1,0
Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,0
Cc1ncoc1-c1nnc(SCCCN2CCc3cc4nc(C(F)(F)C(F)(F)F)oc4cc3CC2)n1C,1
O=C(Nc1ccc(-c2nnc(NCCCCN3CCCC3)o2)cc1)c1ccccc1F,0
CC(C)(C)OCC1C(=O)NCCN1C(=O)CC(N)Cc1cc(F)c(F)cc1F,0
N#Cc1ccc(Cn2cncc2CN(CCN2CCOCC2)C2CCN(Cc3cccc(Cl)c3)C2=O)cc1,1
CCCNC1CCc2nc(N)sc2C1,0
CC(C(=O)NC1(c2ccccc2)CCC(N2CCC(C3CCOC3=O)CC2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1
Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1ccncc1,1
CC(c1ccccn1)c1c(CCN2CCCC2)sc2ccccc12,1
COc1nc2ccc(Br)cc2cc1C(c1ccnc(OC)c1OC)C(O)(CCN(C)C)c1cccc(C)c1,1
CC1CCC(C)N1CCCNc1nnc(-c2ccc(NC(=O)c3ccccc3F)cc2)o1,1
Cn1cc(C2(c3cc(C(=O)O)ccn3)NC(c3nc(-c4ccc(F)cc4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,0
CCOC(=O)C1CCN(C(=O)c2ccc(CC3CCC(C(O)c4ccccc4)N3)cc2)CC1,1
FCCOc1ccc(CCN2CCN(CCc3ccccc3Cl)CC2)cc1,1
O=C(CCCN1CCC(O)(c2ccccc2)CC1)c1ccccc1,1
NC1=NC2(CO1)c1cc(Br)ccc1OC1(CCCC1)C21COC1,1
COc1cc(-c2cn(C3CCc4ccccc4NC3=O)nn2)ccc1-n1cnc(C)c1,0
CC[N+](CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,1
Cc1ccc(C#CCOCc2cccc(COC#Cc3ccc(C)cc3)[n+]2C)cc1,1
CN1c2cc(O)c(N=NC(N)=O)cc2CC1S(=O)(=O)O,0
Cc1cc(C)n(-c2cc(NC(=O)CN3CCCN(C)CC3)nc(-c3ccc(C)o3)n2)n1,1
COc1ccc(-c2cc(-c3ccc(C(=O)N(C)C)cc3)cnc2N)cn1,0
CCOC(=O)CCCOc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1
COC(=O)N(NC(=O)c1c(CN2CCN(C(C)C)CC2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,1
O=C(O)CC[N+](=O)[O-],0
O=c1cc(OCc2ccc3ccccc3c2)ccn1-c1ccc(OCCN2CCCC2)cc1,1
N#Cc1ccc(S(=O)(=O)NCCN2CC3CN(CCCOc4ccc(F)cc4)CC(C2)O3)cc1,0
O=C1NCC(c2ccccc2)C12CCN(C1CCCCC1c1ccccc1)CC2,1
Cc1cc(C(NC(=O)C2CCC(N3CCOCC3)CC2c2ccc(Br)cc2)c2ccc(Cl)cc2)ccn1,1
CC(C)CN(CC(C)C)c1cc(C(F)(F)F)cc(COCC2(c3ccc(F)cc3)CCN(C)CC2)n1,1
O=c1c2cc(Cc3cccnc3)c3ccccc3c2ncn1C1CCCCC1O,0
Nc1ncnc2c1ncn2C1CCCC1,0
NC(=O)c1ccc(OC2CC3CCC(C2)N3Cc2ccccc2)nc1,1
CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(OC(C)(C)C)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1,1
COC(=O)C1=C(C)NC(C)=C(C(=O)NCC2CCN(CCc3ccc(Cl)c(Cl)c3)C2)C1c1cccc([N+](=O)[O-])c1,1
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,0
O=c1cc(OCc2ccc(C(F)(F)F)cc2)ccn1-c1ccc(OCCN2CCCC2)cc1,1
Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC(NC(=O)C1CCS(=O)(=O)CC1)c1ccc(F)cc1,0
CC(C)(CCCN1CCCC(C(F)(F)F)C1)S(=O)(=O)c1ccccc1,1
Cc1nnc2n1-c1ccc(-c3cncc(C(C)(O)C(F)(F)F)c3)cc1CC2,0
CC1(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)OCc2ccccc2-n2cccc21,1
Cc1ccccc1OCC1CO1,0
FCOC(C(F)(F)F)C(F)(F)F,0
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,0
CCN(CC)C(=O)C1OC2(CCN(c3cc(N)ccn3)CC2)c2ccccc21,0
Cc1nc2cnc(Oc3ccc(F)c4cccnc34)cc2c(=O)n1CC1CCCN(C(C)C)C1,1
CC1COc2c(N3CC[N+](C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,0
CC(=C(F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1ccc(C(=N)N)cc1,1
CCCCC(CC)COCCCN,0
CC(C)C(C)C,0
[NH3+]C(CC(=O)N1CCCC1C(=O)NCc1ccc(C(=O)O)cc1)Cc1ccc(F)c(F)c1,0
CC#Cc1cncc(-c2cccc(C3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cc(F)cc43)c2)c1,1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1c(F)c(F)cc(F)c1F,0
CCN=C(c1ccc(OC)c(OC)c1)N1CCCc2cc(C3=NNC(=O)SC3C)ccc21,1
Cc1cc(C)n(-c2cc(NC(=O)CN3CCC(CN(C)C)C3)nc(-c3ccc(C)o3)n2)n1,1
CCn1nc(Cc2ccc(C#N)cc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1,1
Nc1ccc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)cn1,0
COc1cc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)cc(OC)c1,0
O=C(C=Cc1ccc2c(c1)CN(S(=O)(=O)C1CC1)C2)NO,0
COc1cc2ccc(Br)cc2cc1C(c1ccnc(OC)c1OC)C(O)(CCN(C)C)c1ccnc2c1OCCO2,1
COc1cc(OC)c(OC)cc1C=O,0
Cn1nccc1CCOc1ccc(C2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1,0
O=C1NCCN1CC[NH+]1CCC(c2cn(-c3ccccc3)c3ccc(Cl)cc23)CC1,0
CCOC(=O)C1=C(CN2CCOCC2C(=O)O)NC(c2nccs2)=NC1c1ccc(Cl)cc1Cl,0
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,0
COc1ccc(S(=O)(=O)N2CC(C(=O)N3CCCNCC3)c3ccccc32)c2ccccc12,1
O=C(OCc1ccccc1)N1CCC(CNC2N=CC=[SH]2)CC1,1
COc1cc2c3cc1Oc1cc(ccc1[O-])CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,0
CN1CCC(COCc2cc(C(F)(F)F)cc(C#N)n2)(c2ccccc2)CC1,0
CCNC(C)Cc1cccc(C(F)(F)F)c1,0
NC(C(=O)N1CCSC1)C1CCC(NC(=O)c2cccc3ccccc23)CC1,0
CC(=O)N1CCN(c2cc(Nc3ncc(C#N)s3)ncn2)CC1,1
COc1cc(C=Cc2nc(N)nc(Nc3ccccc3)n2)ccc1-n1cnc(C)c1,1
O=C(O)c1cc(=O)c2c(Cl)cc(Cl)cc2[nH]1,0
CC(c1ncccc1F)c1c(CCN(C)C)sc2ccccc12,1
CCOC1CN(C2CCC(O)(c3ccc4c(c3)OCO4)CC2)CC1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1,0
CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(C3CN(Cc4ccnc5cccnc45)C3)C(=O)OC12C,0
O=C1OC2(CCNCC2C(=O)N(Cc2cccc(C(F)(F)F)c2Cl)C2CC2)c2cc(F)c(F)cc21,0
CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32,1
NC1=NC2(CO1)c1cc(-c3cncc(C4CC4)c3)ccc1OCC21CC1,1
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCC(=O)N1CCCC1,0
Cc1coc2c1CCC(C)C2,0
CC(C)N(C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1)C(C)C,1
CC1CC2CSC(N)=NC2(c2nc(NC(=O)c3ccc(C(F)(F)F)cn3)cs2)CO1,0
Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(C(=O)N2CCC3(CCCN3)CC2)cc1,0
O=C(CCc1ccccc1)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,1
Nc1nnc2c3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3ccn12,1
Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc6oc(-c7cc(C)nn7C)nc6c5CC4)n3C)cccc2n1,1
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,0
Nc1ccc(C(=O)N2CC3CC(CN(Cc4ccccc4)C3)C2)cc1,1
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1-c1nc2c(NC3C4C=CC(C4)C3C(N)=O)c(Cl)cnc2[nH]1,1
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,1
COc1ccc2c(c1)C(=Cc1c[nH]cn1)C(=O)N2,0
Nc1cc2c(ccc(=O)n2-c2c(F)cccc2F)c(-c2ccc(F)cc2F)n1,1
Cc1ccc(C(=O)N2CCN(c3ccc(OC4CCN(C5CCC5)CC4)cc3)C(=O)C2)cc1,0
COc1cc(C)nc(Nc2cc(NC3CCCCC3N)cnc2C(N)=O)c1,1
Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,1
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(OC)cc2)cc1,0
CC(=O)N1CCC(C(=O)N(CCCN2CCN(Cc3ccc(F)cc3)CC2)c2ccc(C)c(Cl)c2)CC1,1
CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,0
CC12CCC(O)CC1CC(N1CCCC(N)C1)C2Oc1ccc(C#N)cc1,0
Cc1cnc(-c2cnc(Nc3cnc(C#N)cn3)cc2NCC2CNCCO2)s1,0
CCOC1COCCC1NC1CCC(C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)(C(C)C)C1,1
N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCc1ccccc1,1
CN(C)CCCn1nc(C2=C(c3cn(-c4cccnc4)c4ccccc34)C(=O)NC2=O)c2ccccc21,1
Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4ccccc4OC(F)(F)F)C3C2)n1C,1
Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2cc(S(=O)(=O)NCC(F)(F)F)c(F)cc2Cl)CC1,1
CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,0
COc1cc(Nc2ncc(C)s2)nc(NC(C)c2ncc(F)cn2)n1,0
COc1ccc(-c2ccc(N)[n+](CCCC(=O)O)n2)cc1,0
Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CN(CC(=O)NCc1cccnc1)C2=O,0
CC1CCCN1CCc1ccc2cc(-n3ncccc3=O)ccc2c1,1
FC1CC[NH2+]CC1c1c(-c2ccccc2)[nH]c2cc(Cl)ccc12,1
O=C1NCCN1CC[N+]1CCC(c2cn(-c3ccc(CCO)cc3)c3ccc(Cl)cc23)CC1,0
N#Cc1ccc(N2CCC(Nc3c(C(N)=O)cnc4[nH]ccc34)CC2)nn1,0
CC(C(=O)NC1(c2ccccc2)CCC(N2CCCCC2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1
COc1cc(Nc2nc3c(cc2F)ncn3C(CO)c2ccc(F)cn2)n[nH]1,0
CCc1nc(N2CCC(CCNS(N)(=O)=O)CC2)c2cc(OC)c(OC)cc2n1,1
CC(C)Oc1ccc(-c2nc(-c3ccc4c(c3)CCN(C(CO)CO)C4)no2)cc1C#N,0
Cn1c(O)c(N=NC(N)=S)c2ccccc21,0
Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Br)cc5)C4)n3C)cccc2n1,1
